sale_id,sale_date,customer_id,customer_name,product_id,product_name,category,quantity,price,total_amount
716,2025-01-08,190,Tracy Franklin,201,Laptop,Electronics,3,1000,3000
717,2025-01-08,174,Xavier Sanchez,205,Phone,Electronics,4,800,3200
718,2025-01-08,135,Mary Santos,202,Mouse,Electronics,3,25,75
719,2025-01-08,131,Thomas Greene,201,Laptop,Electronics,4,1000,4000
720,2025-01-08,156,Matthew Erickson,203,Chair,Furniture,3,150,450
721,2025-01-08,141,John Haynes,203,Chair,Furniture,3,150,450
722,2025-01-08,158,Mark Lee,204,Desk,Furniture,3,300,900
723,2025-01-08,174,John Merritt,204,Desk,Furniture,4,300,1200
724,2025-01-08,112,Christopher Giles,205,Phone,Electronics,4,800,3200
725,2025-01-08,102,Lisa Hall,205,Phone,Electronics,1,800,800
726,2025-01-08,152,Daniel Wilson,203,Chair,Furniture,2,150,300
727,2025-01-08,122,Anthony Garcia,205,Phone,Electronics,2,800,1600
728,2025-01-08,165,Matthew Bell,203,Chair,Furniture,2,150,300
729,2025-01-08,127,Wayne Rocha,201,Laptop,Electronics,4,1000,4000
730,2025-01-08,117,Kendra Campbell,202,Mouse,Electronics,5,25,125
731,2025-01-08,165,Darrell Thomas,201,Laptop,Electronics,5,1000,5000
732,2025-01-08,154,John Chandler,205,Phone,Electronics,4,800,3200
733,2025-01-08,118,Emily Thompson,201,Laptop,Electronics,4,1000,4000
734,2025-01-08,150,Jamie Hansen,202,Mouse,Electronics,4,25,100
735,2025-01-08,178,Autumn White,205,Phone,Electronics,3,800,2400
736,2025-01-08,159,Bryan Pierce,205,Phone,Electronics,2,800,1600
737,2025-01-08,161,Monica Williams,203,Chair,Furniture,3,150,450
738,2025-01-08,198,Daniel Costa,204,Desk,Furniture,2,300,600
739,2025-01-08,148,Micheal Wells,205,Phone,Electronics,4,800,3200
740,2025-01-08,182,Julie Adams,202,Mouse,Electronics,5,25,125
741,2025-01-08,125,Jonathan Nicholson,205,Phone,Electronics,4,800,3200
742,2025-01-08,128,Steven Benton,204,Desk,Furniture,3,300,900
743,2025-01-08,171,Alexander Phillips,202,Mouse,Electronics,3,25,75
744,2025-01-08,145,Stephanie Kelley,203,Chair,Furniture,4,150,600
745,2025-01-08,121,James Griffin,201,Laptop,Electronics,1,1000,1000
746,2025-01-08,165,Stephen Lane,203,Chair,Furniture,3,150,450
747,2025-01-08,102,Anna Rodriguez MD,202,Mouse,Electronics,5,25,125
748,2025-01-08,160,Bradley Davis,201,Laptop,Electronics,3,1000,3000
749,2025-01-08,172,Pamela Hill,205,Phone,Electronics,3,800,2400
750,2025-01-08,169,Ryan Murphy DDS,202,Mouse,Electronics,1,25,25
751,2025-01-08,132,Mikayla Hall,202,Mouse,Electronics,1,25,25
752,2025-01-08,166,Danielle Smith DVM,202,Mouse,Electronics,2,25,50
753,2025-01-08,198,Norma Stewart,201,Laptop,Electronics,2,1000,2000
754,2025-01-08,129,Melvin Wade,205,Phone,Electronics,2,800,1600
755,2025-01-08,165,Dana Anderson,203,Chair,Furniture,3,150,450
756,2025-01-08,151,Alex Johnson,202,Mouse,Electronics,5,25,125
757,2025-01-08,167,Brenda Reyes,201,Laptop,Electronics,5,1000,5000
758,2025-01-08,193,Nancy Hughes,202,Mouse,Electronics,5,25,125
759,2025-01-08,103,Timothy Hernandez DDS,205,Phone,Electronics,4,800,3200
760,2025-01-08,197,Briana Meza,204,Desk,Furniture,5,300,1500
761,2025-01-08,130,Joshua Walter,205,Phone,Electronics,2,800,1600
762,2025-01-08,122,Heather Shepherd,202,Mouse,Electronics,3,25,75
763,2025-01-08,122,Francis Hinton,202,Mouse,Electronics,3,25,75
764,2025-01-08,199,Natalie Knapp,203,Chair,Furniture,2,150,300
765,2025-01-08,183,Richard Alvarez,205,Phone,Electronics,1,800,800
766,2025-01-08,147,Jeffrey Brown,203,Chair,Furniture,5,150,750
767,2025-01-08,164,Wanda Davis,205,Phone,Electronics,5,800,4000
768,2025-01-08,183,James Gomez,204,Desk,Furniture,4,300,1200
769,2025-01-08,173,Heather Ewing,205,Phone,Electronics,5,800,4000
770,2025-01-08,133,Martin Kelly,202,Mouse,Electronics,3,25,75
771,2025-01-08,139,Melissa Rose,202,Mouse,Electronics,3,25,75
772,2025-01-08,180,Alexander Hartman,201,Laptop,Electronics,3,1000,3000
773,2025-01-08,131,Keith Rogers,201,Laptop,Electronics,2,1000,2000
774,2025-01-08,161,Danny Baker,202,Mouse,Electronics,1,25,25
775,2025-01-08,112,Melissa Leblanc,204,Desk,Furniture,2,300,600
776,2025-01-08,181,Katherine Stevens,203,Chair,Furniture,4,150,600
777,2025-01-08,143,Gwendolyn Jackson,203,Chair,Furniture,4,150,600
778,2025-01-08,132,David Marquez,204,Desk,Furniture,5,300,1500
779,2025-01-08,199,Julie Snyder,201,Laptop,Electronics,1,1000,1000
780,2025-01-08,198,Joshua Gonzalez,201,Laptop,Electronics,1,1000,1000
781,2025-01-08,147,Christopher Guzman,202,Mouse,Electronics,3,25,75
782,2025-01-08,194,Yolanda Taylor,205,Phone,Electronics,5,800,4000
783,2025-01-08,105,Samantha Kelly,201,Laptop,Electronics,1,1000,1000
784,2025-01-08,175,Michael Coleman,202,Mouse,Electronics,1,25,25
785,2025-01-08,148,Nathan Edwards,205,Phone,Electronics,5,800,4000
786,2025-01-08,113,Megan Zuniga,205,Phone,Electronics,2,800,1600
787,2025-01-08,182,Brandon Clark,202,Mouse,Electronics,3,25,75
788,2025-01-08,198,Megan Gross,202,Mouse,Electronics,5,25,125
789,2025-01-08,159,Elizabeth Foley DDS,203,Chair,Furniture,1,150,150
790,2025-01-08,141,Joyce Hoover,203,Chair,Furniture,1,150,150
791,2025-01-08,166,Wesley Harper,203,Chair,Furniture,2,150,300
792,2025-01-08,135,Robert Thompson,201,Laptop,Electronics,3,1000,3000
793,2025-01-08,180,Andrew Mora,203,Chair,Furniture,1,150,150
794,2025-01-08,186,Jacob Logan,203,Chair,Furniture,4,150,600
795,2025-01-08,161,Thomas Harris,204,Desk,Furniture,1,300,300
796,2025-01-08,186,Mark Cochran,204,Desk,Furniture,1,300,300
797,2025-01-08,131,Emily Oneal,203,Chair,Furniture,4,150,600
798,2025-01-08,167,Edgar Burns,205,Phone,Electronics,2,800,1600
799,2025-01-08,133,Christopher Barnes,204,Desk,Furniture,1,300,300
800,2025-01-08,172,Alexander Douglas,205,Phone,Electronics,5,800,4000
801,2025-01-09,168,Christopher Nelson,203,Chair,Furniture,2,150,300
802,2025-01-09,155,Jennifer Reid,205,Phone,Electronics,4,800,3200
803,2025-01-09,124,Derek Roberts,205,Phone,Electronics,2,800,1600
804,2025-01-09,161,David Taylor,202,Mouse,Electronics,1,25,25
805,2025-01-09,185,Joseph Hughes,204,Desk,Furniture,1,300,300
806,2025-01-09,159,Karen Pitts,205,Phone,Electronics,4,800,3200
807,2025-01-09,194,Robert Wright,204,Desk,Furniture,3,300,900
808,2025-01-09,124,Vanessa Johnson MD,201,Laptop,Electronics,2,1000,2000
809,2025-01-09,114,Joshua Hughes,202,Mouse,Electronics,3,25,75
810,2025-01-09,109,Audrey Hatfield,204,Desk,Furniture,2,300,600
811,2025-01-09,110,Olivia Bush,203,Chair,Furniture,2,150,300
812,2025-01-09,160,Colin Jones DDS,203,Chair,Furniture,4,150,600
813,2025-01-09,111,Marissa Jones,202,Mouse,Electronics,1,25,25
814,2025-01-09,189,Hannah Reeves,204,Desk,Furniture,1,300,300
815,2025-01-09,178,Matthew Velez,202,Mouse,Electronics,1,25,25
816,2025-01-09,111,Linda Hall,204,Desk,Furniture,5,300,1500
817,2025-01-09,131,Kathy Griffin,201,Laptop,Electronics,4,1000,4000
818,2025-01-09,155,Marcia Lee,202,Mouse,Electronics,5,25,125
819,2025-01-09,115,Michael Coleman,203,Chair,Furniture,3,150,450
820,2025-01-09,183,Craig Sims,201,Laptop,Electronics,2,1000,2000
821,2025-01-09,192,Heather Cochran,201,Laptop,Electronics,4,1000,4000
822,2025-01-09,196,Jonathan Neal,204,Desk,Furniture,1,300,300
823,2025-01-09,129,Wendy Wallace,202,Mouse,Electronics,2,25,50
824,2025-01-09,159,Shane Coleman,205,Phone,Electronics,4,800,3200
825,2025-01-09,117,Mark Sharp,202,Mouse,Electronics,3,25,75
826,2025-01-09,102,James Bennett,201,Laptop,Electronics,1,1000,1000
827,2025-01-09,198,Mary Benjamin,205,Phone,Electronics,5,800,4000
828,2025-01-09,115,Malik Cain,205,Phone,Electronics,2,800,1600
829,2025-01-09,135,Bruce Thompson,205,Phone,Electronics,3,800,2400
830,2025-01-09,192,Mr. Howard Thompson,202,Mouse,Electronics,5,25,125
831,2025-01-09,111,Tommy Wood,204,Desk,Furniture,1,300,300
832,2025-01-09,129,David Brown,205,Phone,Electronics,1,800,800
833,2025-01-09,148,Dennis Hill,202,Mouse,Electronics,3,25,75
834,2025-01-09,185,Mr. Lance Franklin,205,Phone,Electronics,3,800,2400
835,2025-01-09,172,Jeanne Roberts,201,Laptop,Electronics,4,1000,4000
836,2025-01-09,158,Teresa Steele,203,Chair,Furniture,5,150,750
837,2025-01-09,182,Dana Humphrey,203,Chair,Furniture,3,150,450
838,2025-01-09,105,John Gates,201,Laptop,Electronics,4,1000,4000
839,2025-01-09,191,Ann Byrd,203,Chair,Furniture,2,150,300
840,2025-01-09,195,Lisa Waller,201,Laptop,Electronics,2,1000,2000
841,2025-01-09,139,Barbara Figueroa,201,Laptop,Electronics,5,1000,5000
842,2025-01-09,119,Connor Larsen,203,Chair,Furniture,1,150,150
843,2025-01-09,123,Eric Terry,202,Mouse,Electronics,2,25,50
844,2025-01-09,141,Shawna Harvey,203,Chair,Furniture,3,150,450
845,2025-01-09,147,David Oliver Jr.,202,Mouse,Electronics,3,25,75
846,2025-01-09,113,Lori Murray,201,Laptop,Electronics,3,1000,3000
847,2025-01-09,144,Alejandro Morgan,204,Desk,Furniture,3,300,900
848,2025-01-09,148,Scott Vaughn,204,Desk,Furniture,1,300,300
849,2025-01-09,109,Michelle White,201,Laptop,Electronics,5,1000,5000
850,2025-01-09,179,Cassidy Friedman,203,Chair,Furniture,4,150,600
851,2025-01-09,163,Angela Deleon,205,Phone,Electronics,4,800,3200
852,2025-01-09,161,Jose Gill,201,Laptop,Electronics,5,1000,5000
853,2025-01-09,140,Kenneth Munoz,202,Mouse,Electronics,4,25,100
854,2025-01-09,182,Lisa Thomas,204,Desk,Furniture,2,300,600
855,2025-01-09,193,Teresa Fritz DDS,205,Phone,Electronics,2,800,1600
856,2025-01-09,189,Dustin Jimenez,205,Phone,Electronics,1,800,800
857,2025-01-09,146,Donald Harper,205,Phone,Electronics,4,800,3200
858,2025-01-09,114,Robert Ferguson,201,Laptop,Electronics,3,1000,3000
859,2025-01-09,170,Mrs. Debbie Spence,203,Chair,Furniture,5,150,750
860,2025-01-09,146,Ronald Stevens,205,Phone,Electronics,5,800,4000
861,2025-01-09,100,Stacy Smith,205,Phone,Electronics,5,800,4000
862,2025-01-09,163,Patricia Turner,203,Chair,Furniture,4,150,600
863,2025-01-09,123,Frederick Gallagher,204,Desk,Furniture,5,300,1500
864,2025-01-09,177,Douglas Holland,203,Chair,Furniture,2,150,300
865,2025-01-09,189,Charles Lowery,205,Phone,Electronics,4,800,3200
866,2025-01-09,155,Javier Villanueva,205,Phone,Electronics,2,800,1600
867,2025-01-09,140,Madison Fuller,202,Mouse,Electronics,3,25,75
868,2025-01-09,104,Daniel Caldwell,203,Chair,Furniture,2,150,300
869,2025-01-09,102,Nathan Robinson,205,Phone,Electronics,4,800,3200
870,2025-01-09,131,Lisa Brown,205,Phone,Electronics,1,800,800
871,2025-01-09,186,Patricia Horne,202,Mouse,Electronics,1,25,25
872,2025-01-09,166,Robert Hernandez,204,Desk,Furniture,4,300,1200
873,2025-01-09,198,Lisa Woodard,205,Phone,Electronics,4,800,3200
874,2025-01-09,143,Yolanda Macias,203,Chair,Furniture,4,150,600
875,2025-01-09,115,Emily Mann,202,Mouse,Electronics,3,25,75
876,2025-01-09,145,Nicole Hubbard,203,Chair,Furniture,5,150,750
877,2025-01-09,102,Scott Colon,203,Chair,Furniture,4,150,600
878,2025-01-09,162,Mikayla Bowman,201,Laptop,Electronics,4,1000,4000
879,2025-01-09,185,Eric Oconnor,203,Chair,Furniture,1,150,150
880,2025-01-09,146,Kimberly Chavez,201,Laptop,Electronics,5,1000,5000
881,2025-01-09,135,Calvin Parker,203,Chair,Furniture,2,150,300
882,2025-01-09,175,Melanie Wallace,205,Phone,Electronics,1,800,800
883,2025-01-09,165,Jessica Mcfarland,205,Phone,Electronics,4,800,3200
884,2025-01-09,194,Dr. Ricardo Steele,205,Phone,Electronics,2,800,1600
885,2025-01-09,185,Alexandra Mitchell,202,Mouse,Electronics,2,25,50
886,2025-01-09,137,Erin Moore,202,Mouse,Electronics,5,25,125
887,2025-01-09,114,Linda Cook,205,Phone,Electronics,4,800,3200
888,2025-01-09,135,Calvin Lopez,204,Desk,Furniture,3,300,900
889,2025-01-09,107,Jeff Jacobson,204,Desk,Furniture,1,300,300
890,2025-01-09,133,Richard Floyd,202,Mouse,Electronics,1,25,25
891,2025-01-09,191,Andrew Shelton,201,Laptop,Electronics,1,1000,1000
892,2025-01-09,104,John Baker,201,Laptop,Electronics,2,1000,2000
893,2025-01-09,155,Matthew Pearson,204,Desk,Furniture,2,300,600
894,2025-01-09,174,Mary Wall,203,Chair,Furniture,3,150,450
895,2025-01-09,151,David Perry,204,Desk,Furniture,3,300,900
896,2025-01-09,104,Jennifer Hopkins,204,Desk,Furniture,3,300,900
897,2025-01-09,139,Shelly Scott DDS,205,Phone,Electronics,5,800,4000
898,2025-01-09,132,Leslie Snyder,205,Phone,Electronics,5,800,4000
899,2025-01-09,193,Robyn Bell,201,Laptop,Electronics,4,1000,4000
900,2025-01-09,149,Elizabeth Robbins,202,Mouse,Electronics,4,25,100
901,2025-01-10,145,Carlos Hayes,201,Laptop,Electronics,2,1000,2000
902,2025-01-10,119,Brittany Hunter,202,Mouse,Electronics,1,25,25
903,2025-01-10,196,Glenn Hicks,205,Phone,Electronics,2,800,1600
904,2025-01-10,134,Sara Smith,201,Laptop,Electronics,5,1000,5000
905,2025-01-10,128,Ricky White,204,Desk,Furniture,5,300,1500
906,2025-01-10,174,Diane Roberts,203,Chair,Furniture,3,150,450
907,2025-01-10,146,William Jordan,203,Chair,Furniture,3,150,450
908,2025-01-10,189,Richard Johnson,201,Laptop,Electronics,3,1000,3000
909,2025-01-10,141,Seth Giles,201,Laptop,Electronics,1,1000,1000
910,2025-01-10,112,Benjamin Davis,202,Mouse,Electronics,2,25,50
911,2025-01-10,198,Lindsey Combs,204,Desk,Furniture,2,300,600
912,2025-01-10,132,Andrew Jordan,201,Laptop,Electronics,3,1000,3000
913,2025-01-10,180,Rachel Smith,205,Phone,Electronics,3,800,2400
914,2025-01-10,164,Stephanie Eaton,204,Desk,Furniture,3,300,900
915,2025-01-10,183,Brian Garrison,204,Desk,Furniture,3,300,900
916,2025-01-10,146,Sara Vance DDS,202,Mouse,Electronics,4,25,100
917,2025-01-10,163,Jeffrey Brown,204,Desk,Furniture,5,300,1500
918,2025-01-10,129,Maria Young,203,Chair,Furniture,1,150,150
919,2025-01-10,177,Tyler Lee,203,Chair,Furniture,4,150,600
920,2025-01-10,161,Stephanie Hunt,201,Laptop,Electronics,1,1000,1000
921,2025-01-10,154,Michael Osborne,203,Chair,Furniture,3,150,450
922,2025-01-10,184,Daniel Ali,205,Phone,Electronics,4,800,3200
923,2025-01-10,167,Laurie Brooks,201,Laptop,Electronics,5,1000,5000
924,2025-01-10,192,Danielle Davis,205,Phone,Electronics,1,800,800
925,2025-01-10,164,Amanda Burch,204,Desk,Furniture,4,300,1200
926,2025-01-10,141,Sharon Castaneda,201,Laptop,Electronics,1,1000,1000
927,2025-01-10,115,Arthur Alexander,205,Phone,Electronics,5,800,4000
928,2025-01-10,117,Joy Green,203,Chair,Furniture,3,150,450
929,2025-01-10,113,Matthew Hughes,202,Mouse,Electronics,5,25,125
930,2025-01-10,128,Mr. Eddie Castillo,203,Chair,Furniture,5,150,750
931,2025-01-10,151,Thomas Miller,205,Phone,Electronics,4,800,3200
932,2025-01-10,137,Susan Jones,204,Desk,Furniture,3,300,900
933,2025-01-10,199,Wesley Butler,202,Mouse,Electronics,3,25,75
934,2025-01-10,125,Mark Jones,204,Desk,Furniture,5,300,1500
935,2025-01-10,154,Amber Tanner,201,Laptop,Electronics,2,1000,2000
936,2025-01-10,116,Crystal Mccullough,201,Laptop,Electronics,3,1000,3000
937,2025-01-10,145,Todd Watson,205,Phone,Electronics,1,800,800
938,2025-01-10,128,Amy Hernandez,204,Desk,Furniture,3,300,900
939,2025-01-10,182,James Scott,204,Desk,Furniture,4,300,1200
940,2025-01-10,187,Michael Ross,201,Laptop,Electronics,4,1000,4000
941,2025-01-10,144,Maria May,205,Phone,Electronics,3,800,2400
942,2025-01-10,184,Jeremy Hanson,201,Laptop,Electronics,3,1000,3000
943,2025-01-10,104,Shane Miller,203,Chair,Furniture,5,150,750
944,2025-01-10,118,Christina Moyer,202,Mouse,Electronics,5,25,125
945,2025-01-10,118,Maxwell Dunn,201,Laptop,Electronics,4,1000,4000
946,2025-01-10,167,Cameron Weber,204,Desk,Furniture,4,300,1200
947,2025-01-10,138,Dr. Christina Nunez,201,Laptop,Electronics,1,1000,1000
948,2025-01-10,105,Deborah Lawson,202,Mouse,Electronics,3,25,75
949,2025-01-10,116,Barbara Lucas,202,Mouse,Electronics,2,25,50
950,2025-01-10,109,Dr. Monica Lee,204,Desk,Furniture,2,300,600
951,2025-01-10,139,John Stevens,203,Chair,Furniture,2,150,300
952,2025-01-10,190,Alexandra Gross,204,Desk,Furniture,1,300,300
953,2025-01-10,135,Cory Harrell,203,Chair,Furniture,5,150,750
954,2025-01-10,188,George Williams,202,Mouse,Electronics,3,25,75
955,2025-01-10,128,Brandon Bennett,201,Laptop,Electronics,2,1000,2000
956,2025-01-10,155,Andrew Collins,203,Chair,Furniture,4,150,600
957,2025-01-10,146,Susan Miller,204,Desk,Furniture,3,300,900
958,2025-01-10,164,Kimberly Howard,202,Mouse,Electronics,2,25,50
959,2025-01-10,162,Katherine Peterson,204,Desk,Furniture,1,300,300
960,2025-01-10,183,Kathleen Barrett,205,Phone,Electronics,4,800,3200
961,2025-01-10,168,Denise Ellison,204,Desk,Furniture,2,300,600
962,2025-01-10,104,Sarah Blair,201,Laptop,Electronics,4,1000,4000
963,2025-01-10,180,Hannah Sandoval,201,Laptop,Electronics,5,1000,5000
964,2025-01-10,184,Stephen Smith,204,Desk,Furniture,3,300,900
965,2025-01-10,160,Joel Levine,201,Laptop,Electronics,3,1000,3000
966,2025-01-10,181,Henry Vasquez,201,Laptop,Electronics,1,1000,1000
967,2025-01-10,136,James Morris,202,Mouse,Electronics,3,25,75
968,2025-01-10,160,Jamie Rush,201,Laptop,Electronics,4,1000,4000
969,2025-01-10,159,Zachary Garcia,204,Desk,Furniture,1,300,300
970,2025-01-10,163,Samuel Walker,202,Mouse,Electronics,4,25,100
971,2025-01-10,142,Meredith Hanna,204,Desk,Furniture,5,300,1500
972,2025-01-10,125,David Marsh,202,Mouse,Electronics,4,25,100
973,2025-01-10,181,Ana Taylor,205,Phone,Electronics,2,800,1600
974,2025-01-10,124,Scott Moore,201,Laptop,Electronics,3,1000,3000
975,2025-01-10,112,Meredith Rhodes,201,Laptop,Electronics,1,1000,1000
976,2025-01-10,163,Chelsea White,205,Phone,Electronics,1,800,800
977,2025-01-10,161,Stephanie Fernandez,204,Desk,Furniture,3,300,900
978,2025-01-10,119,Jennifer Morris,203,Chair,Furniture,5,150,750
979,2025-01-10,165,Kyle Diaz,203,Chair,Furniture,5,150,750
980,2025-01-10,160,Angela Reed,203,Chair,Furniture,1,150,150
981,2025-01-10,118,Shawn Anderson,202,Mouse,Electronics,2,25,50
982,2025-01-10,160,Jonathan Meadows,202,Mouse,Electronics,5,25,125
983,2025-01-10,140,Andrea Carpenter,203,Chair,Furniture,2,150,300
984,2025-01-10,164,Mr. William Brown DDS,202,Mouse,Electronics,4,25,100
985,2025-01-10,171,Sean Jackson,204,Desk,Furniture,3,300,900
986,2025-01-10,150,Amanda Skinner,202,Mouse,Electronics,5,25,125
987,2025-01-10,123,Dylan Ramirez,201,Laptop,Electronics,4,1000,4000
988,2025-01-10,123,Theresa Perez,201,Laptop,Electronics,1,1000,1000
989,2025-01-10,190,Jennifer Vega,205,Phone,Electronics,3,800,2400
990,2025-01-10,105,Jean Carr,201,Laptop,Electronics,5,1000,5000
991,2025-01-10,111,Shawn Odom,204,Desk,Furniture,2,300,600
992,2025-01-10,156,Erica Gonzalez,202,Mouse,Electronics,5,25,125
993,2025-01-10,196,David Romero,204,Desk,Furniture,4,300,1200
994,2025-01-10,121,Tiffany Smith,204,Desk,Furniture,3,300,900
995,2025-01-10,164,Jennifer Gonzalez,201,Laptop,Electronics,5,1000,5000
996,2025-01-10,161,Lori Lee,202,Mouse,Electronics,2,25,50
997,2025-01-10,103,Betty Santos,201,Laptop,Electronics,1,1000,1000
998,2025-01-10,133,Kristen Bryant,204,Desk,Furniture,3,300,900
999,2025-01-10,165,Adriana Clark,203,Chair,Furniture,5,150,750
1000,2025-01-10,151,Nicole Perez,203,Chair,Furniture,2,150,300
1001,2025-01-11,161,Michael Ward,203,Chair,Furniture,4,150,600
1002,2025-01-11,157,Angela Ingram,201,Laptop,Electronics,5,1000,5000
1003,2025-01-11,113,Judy Mendoza,201,Laptop,Electronics,2,1000,2000
1004,2025-01-11,139,Amanda Patel,203,Chair,Furniture,2,150,300
1005,2025-01-11,112,Clinton Anderson,201,Laptop,Electronics,1,1000,1000
1006,2025-01-11,151,Stephanie Hill,203,Chair,Furniture,4,150,600
1007,2025-01-11,189,Gregory Johnson,203,Chair,Furniture,3,150,450
1008,2025-01-11,145,Pamela Jackson,203,Chair,Furniture,5,150,750
1009,2025-01-11,106,Dr. Benjamin Howard,201,Laptop,Electronics,2,1000,2000
1010,2025-01-11,180,Kimberly Flores,203,Chair,Furniture,1,150,150
1011,2025-01-11,193,Michael Stevens,203,Chair,Furniture,3,150,450
1012,2025-01-11,185,Renee Perry,202,Mouse,Electronics,5,25,125
1013,2025-01-11,198,Tammy Gray,201,Laptop,Electronics,2,1000,2000
1014,2025-01-11,111,Jason Bradley,202,Mouse,Electronics,2,25,50
1015,2025-01-11,177,Kimberly Long,205,Phone,Electronics,1,800,800
1016,2025-01-11,183,Katelyn Williams,201,Laptop,Electronics,2,1000,2000
1017,2025-01-11,149,Aaron Harris,204,Desk,Furniture,2,300,600
1018,2025-01-11,156,Traci Murphy,203,Chair,Furniture,4,150,600
1019,2025-01-11,172,Julia Miller,201,Laptop,Electronics,2,1000,2000
1020,2025-01-11,174,Christopher Barron,205,Phone,Electronics,5,800,4000
1021,2025-01-11,125,Antonio Lopez,202,Mouse,Electronics,3,25,75
1022,2025-01-11,182,Scott Palmer,204,Desk,Furniture,5,300,1500
1023,2025-01-11,185,Edward Howell,201,Laptop,Electronics,3,1000,3000
1024,2025-01-11,139,Spencer Elliott,202,Mouse,Electronics,2,25,50
1025,2025-01-11,198,Heather Bowen,203,Chair,Furniture,1,150,150
1026,2025-01-11,177,Tyler Rangel,201,Laptop,Electronics,3,1000,3000
1027,2025-01-11,118,Taylor Ward,204,Desk,Furniture,4,300,1200
1028,2025-01-11,145,Christine Reyes,203,Chair,Furniture,4,150,600
1029,2025-01-11,181,Ricky Schneider,201,Laptop,Electronics,2,1000,2000
1030,2025-01-11,151,Tracy Marsh,202,Mouse,Electronics,1,25,25
1031,2025-01-11,150,Amy Wilson,202,Mouse,Electronics,1,25,25
1032,2025-01-11,198,Benjamin Smith,201,Laptop,Electronics,3,1000,3000
1033,2025-01-11,144,Brian Hernandez,201,Laptop,Electronics,3,1000,3000
1034,2025-01-11,145,Cheyenne Wagner,203,Chair,Furniture,4,150,600
1035,2025-01-11,124,Jill Martin,202,Mouse,Electronics,5,25,125
1036,2025-01-11,180,Donald Mueller,203,Chair,Furniture,5,150,750
1037,2025-01-11,103,Eric Santiago,201,Laptop,Electronics,2,1000,2000
1038,2025-01-11,119,Dorothy Anderson,203,Chair,Furniture,4,150,600
1039,2025-01-11,143,Jennifer Sanders,205,Phone,Electronics,2,800,1600
1040,2025-01-11,128,Dennis Klein,203,Chair,Furniture,1,150,150
1041,2025-01-11,157,Logan Thompson,203,Chair,Furniture,3,150,450
1042,2025-01-11,165,Mark Vincent,201,Laptop,Electronics,5,1000,5000
1043,2025-01-11,114,Gregory Gomez,201,Laptop,Electronics,4,1000,4000
1044,2025-01-11,168,James Hoffman,204,Desk,Furniture,4,300,1200
1045,2025-01-11,124,Juan Garner,203,Chair,Furniture,3,150,450
1046,2025-01-11,153,Micheal Price,202,Mouse,Electronics,4,25,100
1047,2025-01-11,191,Joshua Watson,203,Chair,Furniture,2,150,300
1048,2025-01-11,107,Corey Hill,203,Chair,Furniture,4,150,600
1049,2025-01-11,104,Amanda Perry,204,Desk,Furniture,3,300,900
1050,2025-01-11,175,Tiffany Lewis,205,Phone,Electronics,5,800,4000
1051,2025-01-11,122,Amber George,202,Mouse,Electronics,2,25,50
1052,2025-01-11,151,Sarah Baker,202,Mouse,Electronics,5,25,125
1053,2025-01-11,130,Kayla Wilson,202,Mouse,Electronics,4,25,100
1054,2025-01-11,142,Steven Tyler,202,Mouse,Electronics,3,25,75
1055,2025-01-11,154,Bryan Tran,201,Laptop,Electronics,2,1000,2000
1056,2025-01-11,126,James Tran,205,Phone,Electronics,4,800,3200
1057,2025-01-11,112,John Martin,204,Desk,Furniture,3,300,900
1058,2025-01-11,117,William Shaw,205,Phone,Electronics,2,800,1600
1059,2025-01-11,111,Matthew Nunez,203,Chair,Furniture,2,150,300
1060,2025-01-11,141,Eric Byrd DVM,202,Mouse,Electronics,2,25,50
1061,2025-01-11,125,William Baker,201,Laptop,Electronics,3,1000,3000
1062,2025-01-11,140,Shelby Whitehead,205,Phone,Electronics,5,800,4000
1063,2025-01-11,136,Gregory Rodgers,203,Chair,Furniture,4,150,600
1064,2025-01-11,168,Matthew Turner,203,Chair,Furniture,3,150,450
1065,2025-01-11,140,Robert Rice,205,Phone,Electronics,5,800,4000
1066,2025-01-11,122,Sharon Craig,201,Laptop,Electronics,2,1000,2000
1067,2025-01-11,104,Tracy Beck,203,Chair,Furniture,4,150,600
1068,2025-01-11,147,Erika Delgado,201,Laptop,Electronics,4,1000,4000
1069,2025-01-11,128,Corey Wagner,203,Chair,Furniture,2,150,300
1070,2025-01-11,150,Devon Castro,201,Laptop,Electronics,2,1000,2000
1071,2025-01-11,174,Michael Brown,202,Mouse,Electronics,5,25,125
1072,2025-01-11,116,Jonathan Willis,203,Chair,Furniture,3,150,450
1073,2025-01-11,137,Craig Little,202,Mouse,Electronics,3,25,75
1074,2025-01-11,134,Wendy Cruz,204,Desk,Furniture,4,300,1200
1075,2025-01-11,153,Jessica Stein,202,Mouse,Electronics,5,25,125
1076,2025-01-11,186,Joseph Mcdaniel,202,Mouse,Electronics,3,25,75
1077,2025-01-11,183,John Ruiz,201,Laptop,Electronics,5,1000,5000
1078,2025-01-11,130,Joshua Johnson,201,Laptop,Electronics,1,1000,1000
1079,2025-01-11,134,Maria Jackson,202,Mouse,Electronics,4,25,100
1080,2025-01-11,150,Jacqueline Taylor,205,Phone,Electronics,2,800,1600
1081,2025-01-11,144,Adam Joyce,202,Mouse,Electronics,4,25,100
1082,2025-01-11,136,Meghan Schmidt,203,Chair,Furniture,3,150,450
1083,2025-01-11,118,Terri Hancock,203,Chair,Furniture,4,150,600
1084,2025-01-11,118,Kevin Peterson,203,Chair,Furniture,2,150,300
